datetime,holiday,workingday,temp,atemp,humidity,windspeed,casual,registered,count,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4
2011-02-04 15:00:00,0,1,11.48,13.635,48,16.9979,9,81,90,1,0,0,0,0,1,0,0
2011-02-04 16:00:00,0,1,12.3,14.395,42,15.0013,8,91,99,1,0,0,0,0,1,0,0
2011-02-04 17:00:00,0,1,10.66,13.635,56,8.9981,10,195,205,1,0,0,0,0,1,0,0
2011-02-04 18:00:00,0,1,9.84,12.88,60,7.0015,3,152,155,1,0,0,0,0,1,0,0
2011-02-04 19:00:00,0,1,9.84,12.12,65,8.9981,1,102,103,1,0,0,0,0,1,0,0
2011-02-04 20:00:00,0,1,9.84,12.12,65,11.0014,2,69,71,1,0,0,0,0,1,0,0
2011-02-04 21:00:00,0,1,9.84,12.12,70,11.0014,2,41,43,1,0,0,0,0,1,0,0
2011-02-04 22:00:00,0,1,9.84,12.12,65,11.0014,1,45,46,1,0,0,0,0,1,0,0
2011-02-04 23:00:00,0,1,9.84,12.12,70,8.9981,1,30,31,1,0,0,0,0,1,0,0
2011-02-05 00:00:00,0,0,9.84,12.12,70,11.0014,3,36,39,1,0,0,0,0,1,0,0
2011-02-05 01:00:00,0,0,9.84,12.12,65,11.0014,1,17,18,1,0,0,0,0,1,0,0
2011-02-05 02:00:00,0,0,9.84,12.12,75,11.0014,5,12,17,1,0,0,0,0,1,0,0
2011-02-05 03:00:00,0,0,9.84,12.12,75,11.0014,1,10,11,1,0,0,0,0,1,0,0
2011-02-05 04:00:00,0,0,9.02,11.365,93,8.9981,0,8,8,1,0,0,0,0,0,1,0
2011-02-05 05:00:00,0,0,8.2,11.365,100,6.0032,0,9,9,1,0,0,0,0,0,1,0
2011-02-05 06:00:00,0,0,8.2,12.88,100,0.0,0,4,4,1,0,0,0,0,0,1,0
2011-02-05 07:00:00,0,0,9.02,12.88,93,6.0032,0,4,4,1,0,0,0,0,0,1,0
2011-02-05 08:00:00,0,0,8.2,11.365,100,6.0032,0,10,10,1,0,0,0,0,0,1,0
2011-02-05 09:00:00,0,0,8.2,11.365,100,6.0032,3,17,20,1,0,0,0,0,0,1,0
2011-02-05 10:00:00,0,0,8.2,10.605,100,8.9981,3,31,34,1,0,0,0,0,0,1,0
2011-02-05 11:00:00,0,0,9.02,11.365,100,8.9981,1,46,47,1,0,0,0,0,0,1,0
2011-02-05 12:00:00,0,0,9.02,11.365,100,11.0014,10,42,52,1,0,0,0,0,0,1,0
2011-02-05 13:00:00,0,0,9.02,11.365,100,11.0014,10,62,72,1,0,0,0,0,0,1,0
2011-02-05 14:00:00,0,0,9.02,13.635,100,0.0,5,50,55,1,0,0,0,0,0,1,0
2011-02-05 15:00:00,0,0,9.02,13.635,100,0.0,11,49,60,1,0,0,0,0,0,1,0
2011-02-05 16:00:00,0,0,9.02,11.365,100,8.9981,8,63,71,1,0,0,0,0,0,1,0
2011-02-05 17:00:00,0,0,9.84,10.605,100,19.0012,14,64,78,1,0,0,0,0,1,0,0
2011-02-05 18:00:00,0,0,11.48,12.12,93,30.0026,2,81,83,1,0,0,0,0,1,0,0
2011-02-05 19:00:00,0,0,11.48,12.12,93,30.0026,6,78,84,1,0,0,0,0,1,0,0
2011-02-05 20:00:00,0,0,12.3,14.395,87,16.9979,5,64,69,1,0,0,0,1,0,0,0
2011-02-05 21:00:00,0,0,10.66,12.88,100,12.998,3,53,56,1,0,0,0,1,0,0,0
2011-02-05 22:00:00,0,0,10.66,13.635,93,8.9981,2,43,45,1,0,0,0,1,0,0,0
2011-02-05 23:00:00,0,0,10.66,12.88,93,15.0013,7,52,59,1,0,0,0,1,0,0,0
2011-02-06 00:00:00,0,0,10.66,12.88,70,12.998,2,37,39,1,0,0,0,1,0,0,0
2011-02-06 01:00:00,0,0,10.66,11.365,65,27.9993,4,40,44,1,0,0,0,1,0,0,0
2011-02-06 02:00:00,0,0,10.66,11.365,60,22.0028,0,20,20,1,0,0,0,1,0,0,0
2011-02-06 03:00:00,0,0,10.66,14.395,60,6.0032,3,10,13,1,0,0,0,1,0,0,0
2011-02-06 04:00:00,0,0,10.66,11.365,60,23.9994,0,2,2,1,0,0,0,1,0,0,0
2011-02-06 05:00:00,0,0,10.66,12.88,60,15.0013,0,1,1,1,0,0,0,1,0,0,0
2011-02-06 06:00:00,0,0,10.66,12.88,60,15.0013,0,1,1,1,0,0,0,1,0,0,0
2011-02-06 07:00:00,0,0,9.84,12.12,65,11.0014,0,8,8,1,0,0,0,1,0,0,0
2011-02-06 08:00:00,0,0,9.84,12.88,65,7.0015,2,21,23,1,0,0,0,1,0,0,0
2011-02-06 09:00:00,0,0,11.48,14.395,56,7.0015,7,38,45,1,0,0,0,1,0,0,0
2011-02-06 10:00:00,0,0,12.3,14.395,52,16.9979,15,74,89,1,0,0,0,1,0,0,0
2011-02-06 11:00:00,0,0,13.12,15.15,49,16.9979,28,89,117,1,0,0,0,1,0,0,0
2011-02-06 12:00:00,0,0,13.94,16.665,46,0.0,48,126,174,1,0,0,0,1,0,0,0
2011-02-06 13:00:00,0,0,13.94,18.18,46,0.0,47,135,182,1,0,0,0,1,0,0,0
2011-02-06 14:00:00,0,0,13.94,17.425,46,6.0032,47,114,161,1,0,0,0,1,0,0,0
2011-02-06 15:00:00,0,0,13.94,17.425,46,6.0032,52,130,182,1,0,0,0,1,0,0,0
2011-02-06 16:00:00,0,0,13.94,17.425,49,7.0015,42,115,157,1,0,0,0,1,0,0,0
2011-02-06 17:00:00,0,0,13.94,18.18,46,0.0,24,97,121,1,0,0,0,1,0,0,0
2011-02-06 18:00:00,0,0,12.3,15.15,56,11.0014,13,65,78,1,0,0,0,1,0,0,0
2011-02-06 19:00:00,0,0,11.48,14.395,61,8.9981,1,20,21,1,0,0,0,1,0,0,0
2011-02-06 20:00:00,0,0,11.48,14.395,61,7.0015,5,21,26,1,0,0,0,1,0,0,0
2011-02-06 21:00:00,0,0,10.66,15.15,60,0.0,5,22,27,1,0,0,0,1,0,0,0
2011-02-06 22:00:00,0,0,10.66,15.15,60,0.0,5,57,62,1,0,0,0,1,0,0,0
2011-02-06 23:00:00,0,0,9.84,14.395,65,0.0,4,26,30,1,0,0,0,1,0,0,0
2011-02-07 00:00:00,0,1,9.84,14.395,65,0.0,1,14,15,1,0,0,0,1,0,0,0
2011-02-07 01:00:00,0,1,9.02,13.635,75,0.0,1,4,5,1,0,0,0,1,0,0,0
2011-02-07 02:00:00,0,1,8.2,12.88,80,0.0,0,3,3,1,0,0,0,1,0,0,0
2011-02-07 03:00:00,0,1,8.2,12.88,86,0.0,0,1,1,1,0,0,0,1,0,0,0
2011-02-07 04:00:00,0,1,8.2,12.88,86,0.0,1,1,2,1,0,0,0,1,0,0,0
2011-02-07 05:00:00,0,1,8.2,12.88,86,0.0,1,9,10,1,0,0,0,1,0,0,0
2011-02-07 06:00:00,0,1,7.38,12.12,93,0.0,1,29,30,1,0,0,0,1,0,0,0
2011-02-07 07:00:00,0,1,7.38,12.12,86,0.0,6,89,95,1,0,0,0,1,0,0,0
2011-02-07 08:00:00,0,1,6.56,11.365,100,0.0,7,223,230,1,0,0,0,0,1,0,0
2011-02-07 09:00:00,0,1,9.02,13.635,80,0.0,3,115,118,1,0,0,0,1,0,0,0
2011-02-07 10:00:00,0,1,9.84,12.88,75,7.0015,6,49,55,1,0,0,0,1,0,0,0
2011-02-07 11:00:00,0,1,12.3,15.91,65,6.0032,11,36,47,1,0,0,0,1,0,0,0
2011-02-07 12:00:00,0,1,13.12,17.425,62,0.0,7,59,66,1,0,0,0,0,1,0,0
2011-02-07 13:00:00,0,1,14.76,18.18,57,6.0032,10,54,64,1,0,0,0,0,1,0,0
2011-02-07 14:00:00,0,1,14.76,18.18,57,6.0032,8,52,60,1,0,0,0,0,1,0,0
2011-02-07 15:00:00,0,1,15.58,19.695,54,6.0032,4,46,50,1,0,0,0,0,1,0,0
2011-02-07 16:00:00,0,1,14.76,17.425,57,8.9981,16,98,114,1,0,0,0,0,1,0,0
2011-02-07 17:00:00,0,1,13.12,15.91,70,11.0014,9,207,216,1,0,0,0,0,1,0,0
2011-02-07 18:00:00,0,1,13.94,16.665,66,8.9981,5,170,175,1,0,0,0,0,1,0,0
2011-02-07 19:00:00,0,1,13.12,17.425,70,0.0,5,123,128,1,0,0,0,0,1,0,0
2011-02-07 20:00:00,0,1,13.12,16.665,70,7.0015,6,82,88,1,0,0,0,0,1,0,0
2011-02-07 21:00:00,0,1,13.12,17.425,70,0.0,3,75,78,1,0,0,0,1,0,0,0
2011-02-07 22:00:00,0,1,11.48,15.15,81,6.0032,3,34,37,1,0,0,0,1,0,0,0
2011-02-07 23:00:00,0,1,12.3,16.665,81,0.0,6,19,25,1,0,0,0,0,1,0,0
2011-02-08 00:00:00,0,1,11.48,15.91,87,0.0,4,6,10,1,0,0,0,0,1,0,0
2011-02-08 01:00:00,0,1,11.48,15.91,87,0.0,0,4,4,1,0,0,0,0,1,0,0
2011-02-08 02:00:00,0,1,10.66,13.635,93,7.0015,1,1,2,1,0,0,0,0,1,0,0
2011-02-08 03:00:00,0,1,11.48,13.635,93,11.0014,0,1,1,1,0,0,0,0,0,1,0
2011-02-08 04:00:00,0,1,10.66,12.88,93,11.0014,0,3,3,1,0,0,0,1,0,0,0
2011-02-08 05:00:00,0,1,10.66,11.365,81,22.0028,0,2,2,1,0,0,0,1,0,0,0
2011-02-08 06:00:00,0,1,10.66,11.365,70,22.0028,0,39,39,1,0,0,0,1,0,0,0
2011-02-08 07:00:00,0,1,9.84,9.85,65,27.9993,3,97,100,1,0,0,0,1,0,0,0
2011-02-08 08:00:00,0,1,9.84,9.85,56,32.9975,7,236,243,1,0,0,0,1,0,0,0
2011-02-08 09:00:00,0,1,9.84,9.85,52,32.9975,7,128,135,1,0,0,0,1,0,0,0
2011-02-08 10:00:00,0,1,9.02,9.09,47,36.9974,4,44,48,1,0,0,0,1,0,0,0
2011-02-08 11:00:00,0,1,9.02,9.09,47,31.0009,1,49,50,1,0,0,0,1,0,0,0
2011-02-08 12:00:00,0,1,9.84,9.85,38,32.9975,2,63,65,1,0,0,0,1,0,0,0
2011-02-08 13:00:00,0,1,9.84,9.85,32,30.0026,2,48,50,1,0,0,0,0,1,0,0
2011-02-08 14:00:00,0,1,9.02,9.85,37,27.9993,3,61,64,1,0,0,0,1,0,0,0
2011-02-08 15:00:00,0,1,9.02,9.85,35,26.0027,6,45,51,1,0,0,0,1,0,0,0
2011-02-08 16:00:00,0,1,9.02,9.09,35,35.0008,4,79,83,1,0,0,0,1,0,0,0
2011-02-08 17:00:00,0,1,9.02,9.09,32,39.0007,4,172,176,1,0,0,0,1,0,0,0
2011-02-08 18:00:00,0,1,8.2,9.09,32,26.0027,1,151,152,1,0,0,0,1,0,0,0
2011-02-08 19:00:00,0,1,6.56,6.06,40,31.0009,1,100,101,1,0,0,0,1,0,0,0
2011-02-08 20:00:00,0,1,6.56,6.82,40,22.0028,3,53,56,1,0,0,0,1,0,0,0
2011-02-08 21:00:00,0,1,5.74,5.305,33,31.0009,8,46,54,1,0,0,0,1,0,0,0
2011-02-08 22:00:00,0,1,4.92,5.305,33,23.9994,0,29,29,1,0,0,0,1,0,0,0
2011-02-08 23:00:00,0,1,4.92,5.305,33,22.0028,3,9,12,1,0,0,0,1,0,0,0
2011-02-09 00:00:00,0,1,4.1,3.79,36,23.9994,0,17,17,1,0,0,0,1,0,0,0
2011-02-09 01:00:00,0,1,4.1,5.305,36,15.0013,0,7,7,1,0,0,0,1,0,0,0
2011-02-09 02:00:00,0,1,3.28,3.79,38,19.0012,1,2,3,1,0,0,0,1,0,0,0
2011-02-09 03:00:00,0,1,2.46,3.79,45,8.9981,0,2,2,1,0,0,0,1,0,0,0
2011-02-09 05:00:00,0,1,2.46,5.305,45,7.0015,0,7,7,1,0,0,0,1,0,0,0
2011-02-09 06:00:00,0,1,2.46,7.575,45,0.0,0,43,43,1,0,0,0,1,0,0,0
2011-02-09 07:00:00,0,1,2.46,5.305,49,7.0015,4,95,99,1,0,0,0,1,0,0,0
2011-02-09 08:00:00,0,1,4.1,6.82,42,0.0,1,198,199,1,0,0,0,1,0,0,0
2011-02-09 09:00:00,0,1,4.92,6.82,39,11.0014,4,119,123,1,0,0,0,1,0,0,0
2011-02-09 10:00:00,0,1,5.74,9.09,36,0.0,8,51,59,1,0,0,0,1,0,0,0
2011-02-09 11:00:00,0,1,5.74,7.575,43,11.0014,1,40,41,1,0,0,0,0,1,0,0
2011-02-09 12:00:00,0,1,7.38,9.09,40,15.0013,4,57,61,1,0,0,0,0,1,0,0
2011-02-09 13:00:00,0,1,7.38,8.335,40,16.9979,2,67,69,1,0,0,0,1,0,0,0
2011-02-09 14:00:00,0,1,8.2,9.09,34,19.9995,2,56,58,1,0,0,0,1,0,0,0
2011-02-09 15:00:00,0,1,8.2,9.09,34,19.0012,3,61,64,1,0,0,0,0,1,0,0
2011-02-09 16:00:00,0,1,8.2,9.85,37,16.9979,7,72,79,1,0,0,0,0,1,0,0
2011-02-09 17:00:00,0,1,8.2,9.85,34,16.9979,9,157,166,1,0,0,0,0,1,0,0
2011-02-09 18:00:00,0,1,7.38,8.335,47,19.9995,2,168,170,1,0,0,0,0,1,0,0
2011-02-09 19:00:00,0,1,5.74,6.06,86,16.9979,1,87,88,1,0,0,0,0,0,1,0
2011-02-09 20:00:00,0,1,5.74,7.575,86,11.0014,0,84,84,1,0,0,0,0,0,1,0
2011-02-09 21:00:00,0,1,5.74,7.575,86,11.0014,0,83,83,1,0,0,0,0,1,0,0
2011-02-09 22:00:00,0,1,6.56,8.335,80,11.0014,4,42,46,1,0,0,0,0,0,1,0
2011-02-09 23:00:00,0,1,6.56,7.575,80,12.998,0,37,37,1,0,0,0,0,0,1,0
2011-02-10 00:00:00,0,1,5.74,6.82,86,12.998,0,16,16,1,0,0,0,0,0,1,0
2011-02-10 01:00:00,0,1,5.74,7.575,80,8.9981,0,7,7,1,0,0,0,0,0,1,0
2011-02-10 02:00:00,0,1,5.74,7.575,80,8.9981,0,3,3,1,0,0,0,0,0,1,0
2011-02-10 04:00:00,0,1,5.74,6.82,59,15.0013,0,1,1,1,0,0,0,0,1,0,0
2011-02-10 05:00:00,0,1,4.92,6.06,50,15.0013,0,6,6,1,0,0,0,0,1,0,0
2011-02-10 06:00:00,0,1,4.92,6.06,54,19.0012,0,26,26,1,0,0,0,0,1,0,0
2011-02-10 07:00:00,0,1,4.1,3.79,50,27.9993,0,99,99,1,0,0,0,1,0,0,0
2011-02-10 08:00:00,0,1,4.1,3.79,49,22.0028,5,173,178,1,0,0,0,1,0,0,0
2011-02-10 09:00:00,0,1,4.92,5.305,42,23.9994,1,121,122,1,0,0,0,1,0,0,0
2011-02-10 10:00:00,0,1,4.92,5.305,42,19.9995,1,34,35,1,0,0,0,1,0,0,0
2011-02-10 11:00:00,0,1,5.74,6.06,39,23.9994,1,44,45,1,0,0,0,1,0,0,0
2011-02-10 12:00:00,0,1,6.56,6.82,34,26.0027,4,65,69,1,0,0,0,1,0,0,0
2011-02-10 13:00:00,0,1,7.38,8.335,29,19.9995,3,59,62,1,0,0,0,1,0,0,0
2011-02-10 14:00:00,0,1,8.2,9.09,27,19.0012,6,42,48,1,0,0,0,1,0,0,0
2011-02-10 15:00:00,0,1,8.2,9.85,25,16.9979,0,50,50,1,0,0,0,1,0,0,0
2011-02-10 16:00:00,0,1,8.2,9.09,27,19.9995,4,76,80,1,0,0,0,1,0,0,0
2011-02-10 17:00:00,0,1,7.38,9.09,26,12.998,6,159,165,1,0,0,0,1,0,0,0
2011-02-10 18:00:00,0,1,6.56,9.09,28,8.9981,3,157,160,1,0,0,0,1,0,0,0
2011-02-10 19:00:00,0,1,5.74,8.335,28,7.0015,2,110,112,1,0,0,0,1,0,0,0
2011-02-10 20:00:00,0,1,5.74,9.09,31,6.0032,4,93,97,1,0,0,0,1,0,0,0
2011-02-10 21:00:00,0,1,5.74,10.605,39,0.0,2,70,72,1,0,0,0,1,0,0,0
2011-02-10 22:00:00,0,1,4.92,9.85,39,0.0,4,47,51,1,0,0,0,1,0,0,0
2011-02-10 23:00:00,0,1,4.92,7.575,42,7.0015,1,33,34,1,0,0,0,1,0,0,0
2011-02-11 00:00:00,0,1,4.1,6.82,49,7.0015,2,12,14,1,0,0,0,1,0,0,0
2011-02-11 01:00:00,0,1,4.1,6.82,54,6.0032,1,6,7,1,0,0,0,1,0,0,0
2011-02-11 02:00:00,0,1,4.1,6.82,54,6.0032,0,3,3,1,0,0,0,1,0,0,0
2011-02-11 05:00:00,0,1,3.28,6.06,63,6.0032,0,4,4,1,0,0,0,1,0,0,0
2011-02-11 06:00:00,0,1,4.1,9.09,68,0.0,1,23,24,1,0,0,0,1,0,0,0
2011-02-11 07:00:00,0,1,3.28,8.335,73,0.0,1,73,74,1,0,0,0,1,0,0,0
2011-02-11 08:00:00,0,1,4.1,6.06,74,11.0014,4,212,216,1,0,0,0,1,0,0,0
2011-02-11 09:00:00,0,1,4.92,6.06,74,15.0013,8,132,140,1,0,0,0,1,0,0,0
2011-02-11 10:00:00,0,1,5.74,6.82,69,12.998,5,39,44,1,0,0,0,1,0,0,0
2011-02-11 11:00:00,0,1,9.02,11.365,47,8.9981,12,52,64,1,0,0,0,1,0,0,0
2011-02-11 12:00:00,0,1,9.02,11.365,47,8.9981,7,64,71,1,0,0,0,1,0,0,0
2011-02-11 13:00:00,0,1,9.84,11.365,35,12.998,21,89,110,1,0,0,0,1,0,0,0
2011-02-11 14:00:00,0,1,12.3,14.395,26,16.9979,17,67,84,1,0,0,0,1,0,0,0
2011-02-11 15:00:00,0,1,13.12,15.91,21,11.0014,12,62,74,1,0,0,0,1,0,0,0
2011-02-11 16:00:00,0,1,12.3,14.395,28,12.998,14,111,125,1,0,0,0,1,0,0,0
2011-02-11 17:00:00,0,1,12.3,16.665,24,0.0,18,193,211,1,0,0,0,1,0,0,0
2011-02-11 18:00:00,0,1,11.48,15.91,28,0.0,9,165,174,1,0,0,0,1,0,0,0
2011-02-11 19:00:00,0,1,10.66,15.15,33,0.0,7,94,101,1,0,0,0,1,0,0,0
2011-02-11 20:00:00,0,1,9.02,11.365,55,8.9981,2,61,63,1,0,0,0,1,0,0,0
2011-02-11 21:00:00,0,1,8.2,10.605,59,8.9981,1,46,47,1,0,0,0,1,0,0,0
2011-02-11 22:00:00,0,1,8.2,11.365,64,6.0032,2,41,43,1,0,0,0,1,0,0,0
2011-02-11 23:00:00,0,1,7.38,12.12,69,0.0,5,48,53,1,0,0,0,1,0,0,0
2011-02-12 00:00:00,0,0,6.56,9.85,69,6.0032,3,27,30,1,0,0,0,1,0,0,0
2011-02-12 01:00:00,0,0,5.74,10.605,86,0.0,2,22,24,1,0,0,0,1,0,0,0
2011-02-12 02:00:00,0,0,5.74,10.605,80,0.0,2,13,15,1,0,0,0,1,0,0,0
2011-02-12 03:00:00,0,0,4.92,9.85,80,0.0,3,7,10,1,0,0,0,1,0,0,0
2011-02-12 04:00:00,0,0,4.92,8.335,74,6.0032,0,4,4,1,0,0,0,1,0,0,0
2011-02-12 05:00:00,0,0,4.92,8.335,74,6.0032,0,1,1,1,0,0,0,1,0,0,0
2011-02-12 06:00:00,0,0,4.92,6.82,93,12.998,1,1,2,1,0,0,0,1,0,0,0
2011-02-12 07:00:00,0,0,4.92,7.575,80,7.0015,2,9,11,1,0,0,0,1,0,0,0
2011-02-12 08:00:00,0,0,5.74,7.575,86,8.9981,2,28,30,1,0,0,0,1,0,0,0
2011-02-12 09:00:00,0,0,6.56,9.09,64,8.9981,5,38,43,1,0,0,0,1,0,0,0
2011-02-12 10:00:00,0,0,9.02,10.605,41,16.9979,13,71,84,1,0,0,0,1,0,0,0
2011-02-12 11:00:00,0,0,12.3,13.635,28,22.0028,30,84,114,1,0,0,0,1,0,0,0
2011-02-12 12:00:00,0,0,12.3,13.635,39,31.0009,27,93,120,1,0,0,0,1,0,0,0
2011-02-12 13:00:00,0,0,12.3,13.635,39,27.9993,32,103,135,1,0,0,0,1,0,0,0
2011-02-12 14:00:00,0,0,13.94,15.91,31,19.0012,30,90,120,1,0,0,0,1,0,0,0
2011-02-12 15:00:00,0,0,13.94,15.15,29,27.9993,47,127,174,1,0,0,0,1,0,0,0
2011-02-12 16:00:00,0,0,13.94,15.15,29,27.9993,42,103,145,1,0,0,0,1,0,0,0
2011-02-12 17:00:00,0,0,13.12,14.395,31,35.0008,24,113,137,1,0,0,0,1,0,0,0
2011-02-12 18:00:00,0,0,11.48,12.88,38,22.0028,4,60,64,1,0,0,0,1,0,0,0
2011-02-12 19:00:00,0,0,11.48,13.635,38,11.0014,2,39,41,1,0,0,0,1,0,0,0
2011-02-12 20:00:00,0,0,10.66,12.88,41,15.0013,1,39,40,1,0,0,0,1,0,0,0
2011-02-12 21:00:00,0,0,10.66,15.15,41,0.0,9,42,51,1,0,0,0,1,0,0,0
2011-02-12 22:00:00,0,0,9.84,12.88,44,6.0032,6,39,45,1,0,0,0,1,0,0,0
2011-02-12 23:00:00,0,0,9.02,11.365,51,8.9981,1,31,32,1,0,0,0,1,0,0,0
2011-02-13 00:00:00,0,0,8.2,11.365,64,7.0015,5,34,39,1,0,0,0,1,0,0,0
2011-02-13 01:00:00,0,0,8.2,11.365,59,6.0032,1,23,24,1,0,0,0,1,0,0,0
2011-02-13 02:00:00,0,0,8.2,11.365,75,6.0032,1,19,20,1,0,0,0,0,1,0,0
2011-02-13 03:00:00,0,0,8.2,11.365,69,7.0015,4,8,12,1,0,0,0,0,1,0,0
2011-02-13 04:00:00,0,0,8.2,10.605,69,11.0014,0,2,2,1,0,0,0,0,1,0,0
2011-02-13 06:00:00,0,0,8.2,10.605,69,8.9981,2,3,5,1,0,0,0,0,1,0,0
2011-02-13 07:00:00,0,0,9.02,13.635,55,0.0,0,3,3,1,0,0,0,0,1,0,0
2011-02-13 08:00:00,0,0,9.02,11.365,64,12.998,1,11,12,1,0,0,0,0,1,0,0
2011-02-13 09:00:00,0,0,9.84,11.365,60,15.0013,12,35,47,1,0,0,0,0,1,0,0
2011-02-13 10:00:00,0,0,12.3,13.635,45,22.0028,19,86,105,1,0,0,0,1,0,0,0
2011-02-13 11:00:00,0,0,13.12,14.395,39,30.0026,26,86,112,1,0,0,0,1,0,0,0
2011-02-13 12:00:00,0,0,14.76,15.91,32,31.0009,58,94,152,1,0,0,0,1,0,0,0
2011-02-13 13:00:00,0,0,15.58,19.695,29,23.9994,62,92,154,1,0,0,0,1,0,0,0
2011-02-13 14:00:00,0,0,16.4,20.455,30,27.9993,51,110,161,1,0,0,0,0,1,0,0
2011-02-13 15:00:00,0,0,16.4,20.455,30,19.9995,40,122,162,1,0,0,0,0,1,0,0
2011-02-13 16:00:00,0,0,17.22,21.21,28,22.0028,28,106,134,1,0,0,0,0,1,0,0
2011-02-13 17:00:00,0,0,17.22,21.21,28,22.0028,30,95,125,1,0,0,0,1,0,0,0
2011-02-13 18:00:00,0,0,16.4,20.455,32,19.9995,17,78,95,1,0,0,0,1,0,0,0
2011-02-13 19:00:00,0,0,16.4,20.455,35,19.0012,11,50,61,1,0,0,0,1,0,0,0
2011-02-13 20:00:00,0,0,16.4,20.455,35,22.0028,15,32,47,1,0,0,0,1,0,0,0
2011-02-13 21:00:00,0,0,16.4,20.455,35,23.9994,6,45,51,1,0,0,0,1,0,0,0
2011-02-13 22:00:00,0,0,16.4,20.455,35,19.9995,5,31,36,1,0,0,0,1,0,0,0
2011-02-13 23:00:00,0,0,16.4,20.455,35,23.9994,3,27,30,1,0,0,0,1,0,0,0
2011-02-14 00:00:00,0,1,15.58,19.695,37,23.9994,3,8,11,1,0,0,0,1,0,0,0
2011-02-14 01:00:00,0,1,15.58,19.695,37,23.9994,1,6,7,1,0,0,0,1,0,0,0
2011-02-14 02:00:00,0,1,14.76,16.665,40,19.9995,0,2,2,1,0,0,0,1,0,0,0
2011-02-14 03:00:00,0,1,13.94,15.91,46,15.0013,1,1,2,1,0,0,0,1,0,0,0
2011-02-14 04:00:00,0,1,13.12,15.15,53,19.0012,0,2,2,1,0,0,0,1,0,0,0
2011-02-14 05:00:00,0,1,13.12,15.15,53,19.0012,0,3,3,1,0,0,0,1,0,0,0
2011-02-14 06:00:00,0,1,13.94,15.15,46,19.9995,1,25,26,1,0,0,0,1,0,0,0
2011-02-14 07:00:00,0,1,13.94,15.15,46,19.9995,2,96,98,1,0,0,0,1,0,0,0
2011-02-14 08:00:00,0,1,15.58,19.695,40,31.0009,7,249,256,1,0,0,0,1,0,0,0
2011-02-14 09:00:00,0,1,16.4,20.455,37,26.0027,8,122,130,1,0,0,0,1,0,0,0
2011-02-14 10:00:00,0,1,18.04,21.97,33,15.0013,9,46,55,1,0,0,0,1,0,0,0
2011-02-14 11:00:00,0,1,21.32,25.0,23,16.9979,10,43,53,1,0,0,0,1,0,0,0
2011-02-14 12:00:00,0,1,22.96,26.515,22,30.0026,27,99,126,1,0,0,0,1,0,0,0
2011-02-14 13:00:00,0,1,23.78,27.275,19,26.0027,27,93,120,1,0,0,0,1,0,0,0
2011-02-14 14:00:00,0,1,24.6,29.545,15,32.9975,14,76,90,1,0,0,0,1,0,0,0
2011-02-14 15:00:00,0,1,22.96,26.515,21,43.9989,19,71,90,1,0,0,0,1,0,0,0
2011-02-14 16:00:00,0,1,21.32,25.0,27,31.0009,16,102,118,1,0,0,0,1,0,0,0
2011-02-14 17:00:00,0,1,18.86,22.725,33,40.9973,25,218,243,1,0,0,0,1,0,0,0
2011-02-14 18:00:00,0,1,16.4,20.455,40,40.9973,11,194,205,1,0,0,0,1,0,0,0
2011-02-14 19:00:00,0,1,15.58,19.695,43,32.9975,12,86,98,1,0,0,0,1,0,0,0
2011-02-14 20:00:00,0,1,14.76,15.91,46,31.0009,5,65,70,1,0,0,0,1,0,0,0
2011-02-14 21:00:00,0,1,14.76,15.91,50,35.0008,8,35,43,1,0,0,0,1,0,0,0
2011-02-14 22:00:00,0,1,13.94,14.395,46,43.9989,1,44,45,1,0,0,0,1,0,0,0
2011-02-14 23:00:00,0,1,13.12,14.395,49,32.9975,1,19,20,1,0,0,0,1,0,0,0
2011-02-15 00:00:00,0,1,12.3,13.635,49,27.9993,7,12,19,1,0,0,0,1,0,0,0
2011-02-15 01:00:00,0,1,12.3,12.12,42,51.9987,0,5,5,1,0,0,0,1,0,0,0
2011-02-15 02:00:00,0,1,11.48,11.365,41,46.0022,1,2,3,1,0,0,0,1,0,0,0
2011-02-15 04:00:00,0,1,9.02,9.09,37,35.0008,0,1,1,1,0,0,0,1,0,0,0
2011-02-15 05:00:00,0,1,9.02,9.09,32,31.0009,0,4,4,1,0,0,0,1,0,0,0
2011-02-15 06:00:00,0,1,8.2,9.09,32,22.0028,0,30,30,1,0,0,0,1,0,0,0
2011-02-15 07:00:00,0,1,8.2,9.09,32,23.9994,2,103,105,1,0,0,0,1,0,0,0
2011-02-15 08:00:00,0,1,8.2,9.09,32,23.9994,10,213,223,1,0,0,0,1,0,0,0
2011-02-15 09:00:00,0,1,9.02,9.85,29,30.0026,2,108,110,1,0,0,0,1,0,0,0
2011-02-15 10:00:00,0,1,9.84,10.605,27,19.0012,5,47,52,1,0,0,0,1,0,0,0
2011-02-15 11:00:00,0,1,10.66,12.12,25,16.9979,11,46,57,1,0,0,0,1,0,0,0
2011-02-15 12:00:00,0,1,11.48,13.635,24,16.9979,6,65,71,1,0,0,0,1,0,0,0
2011-02-15 13:00:00,0,1,13.12,15.15,21,15.0013,14,68,82,1,0,0,0,1,0,0,0
2011-02-15 14:00:00,0,1,13.94,15.91,19,15.0013,10,69,79,1,0,0,0,1,0,0,0
